pdb,total_sasa,rl
seq_001814_model_0.pdb,8775.575510065171,4.77317813295
seq_001815_model_0.pdb,10051.965553333355,3.90672783199
seq_001816_model_0.pdb,9481.190422869768,7.69929385349
seq_001817_model_0.pdb,9566.414157092688,6.59423099088
seq_001818_model_0.pdb,9584.426915423204,3.54068094622
seq_001819_model_0.pdb,9664.111080141933,5.66665242146
seq_001820_model_0.pdb,9596.98425994004,3.60551686157
seq_001821_model_0.pdb,8812.111034944295,4.25803598976
seq_001822_model_0.pdb,9641.469326464889,3.4324585192
seq_001823_model_0.pdb,8338.547248755673,4.15084688535
seq_001824_model_0.pdb,9909.892620647954,4.02038553651
seq_001825_model_0.pdb,9007.14687808905,5.16140728448
seq_001826_model_0.pdb,8970.762691126196,3.09513343245
seq_001827_model_0.pdb,9229.768894505129,3.25985047621
seq_001828_model_0.pdb,10042.975516152874,3.73870724436
seq_001829_model_0.pdb,9416.016948626826,6.26006988822
seq_001830_model_0.pdb,9360.995614185267,4.28775324185
seq_001831_model_0.pdb,9763.731430540114,4.22589914302
seq_001832_model_0.pdb,8804.68745892283,6.60479944331
seq_001833_model_0.pdb,9818.854293740089,3.64545479016
seq_001834_model_0.pdb,9050.70984322624,6.78927248059
seq_001835_model_0.pdb,9284.689199697674,3.67441832855
seq_001836_model_0.pdb,9082.44091714728,4.21686789375
seq_001837_model_0.pdb,9461.486399993528,5.58128683048
seq_001838_model_0.pdb,9267.085934505749,7.99075252722
seq_001839_model_0.pdb,8968.046027982826,4.34191911362
seq_001840_model_0.pdb,9727.446642269138,2.99244482438
seq_001841_model_0.pdb,9383.194305463052,4.07687248744
seq_001842_model_0.pdb,9219.952865462978,5.236221025
seq_001843_model_0.pdb,9133.631729871202,2.99329624572
seq_001844_model_0.pdb,9758.935909376563,5.88622910851
seq_001845_model_0.pdb,8161.531177172425,3.78839216775
seq_001846_model_0.pdb,8475.116346346702,8.08974393433
seq_001847_model_0.pdb,9291.166812229278,8.25732710086
seq_001848_model_0.pdb,8942.221250167759,4.67536519071
seq_001849_model_0.pdb,9433.85174797481,3.49261271685
seq_001850_model_0.pdb,8995.95821326515,4.44870880413
seq_001851_model_0.pdb,10149.255465490482,8.3143341944
seq_001852_model_0.pdb,8441.842483271681,3.08210592108
seq_001853_model_0.pdb,9219.32066139254,7.45648248215
seq_001854_model_0.pdb,10163.540220419298,5.45932579208
seq_001855_model_0.pdb,9326.26148386884,3.52519085644
seq_001856_model_0.pdb,9312.956747806744,3.52225490186
seq_001857_model_0.pdb,8434.094434840044,8.16465025994
seq_001858_model_0.pdb,8663.525690882503,3.67127651692
seq_001859_model_0.pdb,9264.39039806046,3.34052816312
seq_001860_model_0.pdb,9357.508150362602,4.5600507352
seq_001861_model_0.pdb,9110.319269182744,4.97321844075
seq_001862_model_0.pdb,9676.987740711713,3.56691846302
seq_001863_model_0.pdb,9615.769527760838,3.96369947502
seq_001864_model_0.pdb,9245.39630884295,7.59046507567
seq_001865_model_0.pdb,9207.611745631912,5.46757855443
seq_001866_model_0.pdb,9631.000826179708,2.84463441893
seq_001867_model_0.pdb,9414.9675861547,3.77876124824
seq_001868_model_0.pdb,9577.936444715686,7.86225522095
seq_001869_model_0.pdb,9469.925636343833,4.51172575049
seq_001870_model_0.pdb,9701.204704565564,4.77100848571
seq_001871_model_0.pdb,9451.43665278935,3.98397259769
seq_001872_model_0.pdb,9788.92653500378,7.49818051863
seq_001873_model_0.pdb,10323.81796844627,3.91414236838
seq_001874_model_0.pdb,9947.554054365291,7.96090122907
seq_001875_model_0.pdb,9896.987254818216,3.90836704913
seq_001876_model_0.pdb,9505.441525432454,4.83056804333
seq_001877_model_0.pdb,9103.225108742496,7.70772609526
seq_001878_model_0.pdb,9314.630517007334,2.70314657669
seq_001879_model_0.pdb,9209.504609018391,5.49522631921
seq_001880_model_0.pdb,10149.29302279475,5.84838368614
seq_001881_model_0.pdb,9338.838420366144,4.61609879736
seq_001882_model_0.pdb,8981.123880608358,3.15402778596
seq_001883_model_0.pdb,9211.070421742275,7.59187388044
seq_001884_model_0.pdb,9433.65689766737,2.59412421181
seq_001885_model_0.pdb,8618.153450040167,3.65026179628
seq_001886_model_0.pdb,9675.874895795989,3.3859064499
seq_001887_model_0.pdb,9978.03912049788,3.49058028902
seq_001888_model_0.pdb,9532.487587564494,7.71836394524
seq_001889_model_0.pdb,8974.482595482707,4.66976122187
seq_001890_model_0.pdb,8687.316047716387,8.04199770496
seq_001891_model_0.pdb,8757.782823920168,3.89569233224
seq_001892_model_0.pdb,9544.76722704491,7.33783582312
seq_001893_model_0.pdb,8418.502402928096,4.62485129123
seq_001894_model_0.pdb,9807.140858289971,2.83814852103
seq_001895_model_0.pdb,9617.82090913305,4.83484622477
seq_001896_model_0.pdb,9518.6548308301,7.70001295192
seq_001897_model_0.pdb,8822.106710048289,3.02298736862
seq_001898_model_0.pdb,9228.809454271144,4.9975271117
seq_001899_model_0.pdb,8602.711424668441,4.43214590898
seq_001900_model_0.pdb,9397.659935348129,4.1774186449
seq_001901_model_0.pdb,8536.933578533331,6.18923455341
seq_001902_model_0.pdb,9038.509682549213,3.94247153362
seq_001903_model_0.pdb,9555.003817453962,8.19469656816
seq_001904_model_0.pdb,8731.411153342819,7.06222065266
seq_001905_model_0.pdb,9183.750425172282,8.11599331176
seq_001906_model_0.pdb,8897.77548460516,4.16306438207
seq_001907_model_0.pdb,8765.84342503374,4.19244457709
seq_001908_model_0.pdb,9555.590809564106,4.05889409949
seq_001909_model_0.pdb,8765.590333019061,3.7158755581
seq_001910_model_0.pdb,9114.7911620271,5.81822907673
seq_001911_model_0.pdb,9179.41715801938,8.02317991714
seq_001912_model_0.pdb,8805.912977503809,3.92842738019
seq_001913_model_0.pdb,9141.571126211127,7.99952052617
seq_001914_model_0.pdb,9258.819338823532,4.73273173042
seq_001915_model_0.pdb,9401.373081220449,6.45325577055
seq_001916_model_0.pdb,9446.30267805295,4.92020410979
seq_001917_model_0.pdb,9358.025002541754,3.89402176927
seq_001918_model_0.pdb,9230.858913845355,3.48286977011
seq_001919_model_0.pdb,9648.058008169512,3.54138138175
seq_001920_model_0.pdb,8284.578705841695,3.36321188766
seq_001921_model_0.pdb,9636.73929773555,8.22042826594
seq_001922_model_0.pdb,9559.99840288374,3.75527097542
seq_001923_model_0.pdb,9268.08999287116,3.8062066295
seq_001924_model_0.pdb,8946.611164066138,6.60633841633
seq_001925_model_0.pdb,9334.189822219992,3.71736901457
seq_001926_model_0.pdb,8117.386789726519,5.34788313636
seq_001927_model_0.pdb,9411.109646086572,7.82773260652
seq_001928_model_0.pdb,9471.56048627462,7.4186234721
seq_001929_model_0.pdb,9631.545747028977,5.60156125055
seq_001930_model_0.pdb,9102.04904260748,4.13365241836
seq_001931_model_0.pdb,9363.49978279411,7.80762776579
seq_001932_model_0.pdb,9547.956301733026,5.13096454827
seq_001933_model_0.pdb,10007.24489370298,3.71381650975
seq_001934_model_0.pdb,10239.300253850424,5.98661247691
seq_001935_model_0.pdb,9357.036606314465,7.98387532017
seq_001936_model_0.pdb,9213.574233924102,3.64100011101
seq_001937_model_0.pdb,9604.43809765876,5.2269237471
seq_001938_model_0.pdb,9861.386280599325,7.91314517154
seq_001939_model_0.pdb,8708.54150494544,5.95974835472
seq_001940_model_0.pdb,9321.975895433896,3.04715512097
seq_001941_model_0.pdb,8282.10605586798,3.28118730375
seq_001942_model_0.pdb,10111.476140462752,4.55414362884
seq_001943_model_0.pdb,9637.476060530396,3.69401945051
seq_001944_model_0.pdb,9526.069063564004,3.01517371279
seq_001945_model_0.pdb,8504.70177500902,4.41547680094
seq_001946_model_0.pdb,9324.45260856062,3.68903656426
seq_001947_model_0.pdb,9159.5379086175,6.14793464078
seq_001948_model_0.pdb,8808.552263903008,3.04119054233
seq_001949_model_0.pdb,8956.098479999344,3.66988464835
seq_001950_model_0.pdb,8592.0906919269,3.97215870919
seq_001951_model_0.pdb,10570.081846488332,3.4494077783
seq_001952_model_0.pdb,9331.004979092784,3.88159155147
seq_001953_model_0.pdb,9149.867485780756,5.27954730846
seq_001954_model_0.pdb,9712.930358111906,5.80876232939
seq_001955_model_0.pdb,9381.243231642518,4.14184672677
seq_001956_model_0.pdb,9309.879903696576,3.67874690264
seq_001957_model_0.pdb,9696.729681400524,7.33211033094
seq_001958_model_0.pdb,9626.092567578557,3.22925204389
seq_001959_model_0.pdb,8689.287741163464,4.26141931695
seq_001960_model_0.pdb,9762.800678418776,7.22709730637
seq_001961_model_0.pdb,9162.61844710674,3.15523584362
seq_001962_model_0.pdb,8862.562057554973,7.73364285277
seq_001963_model_0.pdb,9301.39819783052,7.81193974243
seq_001964_model_0.pdb,9630.428748756787,3.12927171523
seq_001965_model_0.pdb,9614.93981839074,6.23414841959
seq_001966_model_0.pdb,9532.61455875914,8.44605225305
seq_001967_model_0.pdb,9100.22006445193,4.53672179187
seq_001968_model_0.pdb,9764.410457773462,7.86498209593
seq_001969_model_0.pdb,8863.615274434465,3.64267697461
seq_001970_model_0.pdb,8905.57955302222,4.60837306527
seq_001971_model_0.pdb,8946.360469380334,8.06869780732
seq_001972_model_0.pdb,8895.984363730784,7.78451678688
seq_001973_model_0.pdb,9393.871119725276,8.18551920254
seq_001974_model_0.pdb,9521.128903056268,3.21735105277
seq_001975_model_0.pdb,9140.949048131431,6.95247222244
seq_001976_model_0.pdb,9477.19914751462,3.92067577248
seq_001977_model_0.pdb,8724.88456292323,7.40015882292
seq_001978_model_0.pdb,8145.353298418002,4.00594582162
seq_001979_model_0.pdb,9095.85319797733,7.65600702769
seq_001980_model_0.pdb,8730.938982466825,7.80478791534
seq_001981_model_0.pdb,9685.857271397976,7.57574403507
seq_001982_model_0.pdb,8239.33273667733,2.81144085968
seq_001983_model_0.pdb,8977.405662040286,6.68342694802
seq_001984_model_0.pdb,9887.021123013996,3.25122304424
seq_001985_model_0.pdb,9102.17099331473,3.51665034106
seq_001986_model_0.pdb,9682.371794805806,4.14196903239
seq_001987_model_0.pdb,9585.562706354383,2.75768668885
seq_001988_model_0.pdb,8946.760309077605,3.33269419116
seq_001989_model_0.pdb,9780.065930897688,3.77983297165
seq_001990_model_0.pdb,9030.766177896872,4.71936173113
seq_001991_model_0.pdb,9485.819187624296,5.96727644471
seq_001992_model_0.pdb,8742.387878787242,3.82405608077
seq_001993_model_0.pdb,9748.96694680396,5.14058372895
seq_001994_model_0.pdb,9255.917504914303,2.81478371084
seq_001995_model_0.pdb,8942.80487613419,4.71564477207
seq_001996_model_0.pdb,9563.420658885889,3.71731570344
seq_001997_model_0.pdb,10002.651019816229,3.14480654275
seq_001998_model_0.pdb,9553.424052320604,3.82940745378
seq_001999_model_0.pdb,9454.586939999355,2.97669129891
seq_002000_model_0.pdb,10307.814118057217,3.49233985266
seq_002001_model_0.pdb,8964.793057180832,7.6051802586
seq_002002_model_0.pdb,9910.99946074319,3.99522866346
seq_002003_model_0.pdb,8494.025368145218,3.4269784884
seq_002004_model_0.pdb,9195.049458634589,4.41622971915
seq_002005_model_0.pdb,9302.852515339318,8.10697168766
seq_002006_model_0.pdb,8463.567403327994,5.50203199555
seq_002007_model_0.pdb,10663.103238638285,3.39383254184
seq_002008_model_0.pdb,9750.872291898288,3.68731441417
seq_002009_model_0.pdb,9001.602595761233,4.7038832665
seq_002010_model_0.pdb,9944.82267620762,3.38637242234
seq_002011_model_0.pdb,9821.712594420776,2.91043782247
seq_002012_model_0.pdb,9354.205362287006,7.00232170533
seq_002013_model_0.pdb,9565.021315565797,5.23691904022
seq_002014_model_0.pdb,10136.867972042615,4.24123579161
seq_002015_model_0.pdb,8996.33686937783,7.40214967526
seq_002016_model_0.pdb,9388.836143391129,3.04271660218
seq_002017_model_0.pdb,9522.312469253977,4.03432741044
seq_002018_model_0.pdb,10064.118280596596,3.23372089438
seq_002019_model_0.pdb,9661.167273939618,6.33570077189
seq_002020_model_0.pdb,8971.870948454949,2.78535322394
seq_002021_model_0.pdb,9093.81603207812,5.31164149238
seq_002022_model_0.pdb,9424.310255568676,7.77768039625
seq_002023_model_0.pdb,9813.462144821098,7.78067463286
seq_002024_model_0.pdb,9732.598183738975,7.76911779016
seq_002025_model_0.pdb,9315.333466355549,4.59717802769
seq_002026_model_0.pdb,9300.689536369937,4.02505093061
seq_002027_model_0.pdb,9603.85477311896,4.68253718148
seq_002028_model_0.pdb,8794.037499224512,3.47949296855
seq_002029_model_0.pdb,9387.095399551434,3.89126562166
seq_002030_model_0.pdb,9309.428495621254,3.53229468444
seq_002031_model_0.pdb,10035.639482885495,3.76026401918
seq_002032_model_0.pdb,8788.7904365574,4.62650921417
seq_002033_model_0.pdb,9417.804039365408,4.7574883997
seq_002034_model_0.pdb,10330.053670418403,3.41614940767
seq_002035_model_0.pdb,8688.867699953184,2.81636837387
seq_002036_model_0.pdb,9264.362523676124,3.25306090982
seq_002037_model_0.pdb,8695.840234755076,7.56137477559
seq_002038_model_0.pdb,9470.90596390208,4.11405854128
seq_002039_model_0.pdb,9886.833462529714,4.93298533139
seq_002040_model_0.pdb,9591.4620039741,8.31860002944
seq_002041_model_0.pdb,9291.59361736987,4.32967809351
seq_002042_model_0.pdb,9646.27739450517,3.42191943736
seq_002043_model_0.pdb,8712.297211723175,3.80389766375
seq_002044_model_0.pdb,8982.9738844534,3.75521009679
seq_002045_model_0.pdb,8854.904795892373,4.20708131145
seq_002046_model_0.pdb,9032.419169073732,4.09685307646
seq_002047_model_0.pdb,9720.388441371962,3.30332408291
seq_002048_model_0.pdb,9178.765417496275,4.20393340759
seq_002049_model_0.pdb,9736.686341910789,8.25966755417
seq_002050_model_0.pdb,10479.932257587248,2.93328249141
seq_002051_model_0.pdb,9685.113861133084,3.69862898626
seq_002052_model_0.pdb,9624.83378351879,4.97672893382
seq_002053_model_0.pdb,9642.679754268358,7.73514115758
seq_002054_model_0.pdb,9907.665443304806,7.54497160327
seq_002055_model_0.pdb,8467.58928716934,8.27765136078
seq_002056_model_0.pdb,9748.782155746085,5.14489082563
seq_002057_model_0.pdb,9632.469891490511,2.68865980977
seq_002058_model_0.pdb,9005.449171559247,2.97930407845
seq_002059_model_0.pdb,8909.719423413871,3.74626146909
seq_002060_model_0.pdb,9340.175933765082,3.54173147968
seq_002061_model_0.pdb,8754.098791952609,7.87521351244
seq_002062_model_0.pdb,9691.861105826005,3.71545523837
seq_002063_model_0.pdb,8629.813297967514,4.5474649605
seq_002064_model_0.pdb,9735.712879630362,2.89342988296
seq_002065_model_0.pdb,9152.600305744718,4.43121236056
seq_002066_model_0.pdb,9483.535269163016,3.15759225809
seq_002067_model_0.pdb,8561.206069012349,2.81245369368
seq_002068_model_0.pdb,9238.990447451495,3.78744038263
seq_002069_model_0.pdb,8489.365788645151,3.67361245666
seq_002070_model_0.pdb,9404.759796796148,4.49158991132
seq_002071_model_0.pdb,9368.29953749282,5.61136573173
seq_002072_model_0.pdb,9784.011898488849,5.00124511161
seq_002073_model_0.pdb,9510.811651507567,3.78792748951
seq_002074_model_0.pdb,9559.693491613012,7.56071049674
seq_002075_model_0.pdb,9283.168967911628,3.07352652116
seq_002076_model_0.pdb,9384.919727653712,3.60429126876
seq_002077_model_0.pdb,9558.936120374754,3.70101660912
seq_002078_model_0.pdb,8622.304880640433,7.09562412259
seq_002079_model_0.pdb,9915.970802254313,7.17200211685
seq_002080_model_0.pdb,8329.497547659324,2.85547905818
seq_002081_model_0.pdb,9568.826343747542,7.11449413688
seq_002082_model_0.pdb,9274.12416686782,4.17109220256
seq_002083_model_0.pdb,9010.00661069848,4.76657529968
seq_002084_model_0.pdb,9248.99803677985,5.85458642591
seq_002085_model_0.pdb,9215.173909897872,4.64663720609
seq_002086_model_0.pdb,8816.776476235054,7.50367962596
seq_002087_model_0.pdb,8987.327381348983,4.44440012671
seq_002088_model_0.pdb,10098.209167699866,5.01143332546
seq_002089_model_0.pdb,9511.120390065462,3.61047528911
seq_002090_model_0.pdb,9580.758698423651,7.73018279589
seq_002091_model_0.pdb,9487.851956259374,4.03888473723
seq_002092_model_0.pdb,10084.740976985167,3.9603296406
seq_002093_model_0.pdb,9679.084350237616,4.04374764322
seq_002094_model_0.pdb,9352.484246955326,4.65843093985
seq_002095_model_0.pdb,9517.899007292976,8.1257699687
seq_002096_model_0.pdb,8625.12158486035,6.61829983392
seq_002097_model_0.pdb,8751.499963575357,8.10149652776
seq_002098_model_0.pdb,9060.54367308352,4.32837251776
seq_002099_model_0.pdb,10029.91713521852,7.4436612025
seq_002100_model_0.pdb,8830.796810140802,4.22597486767
seq_002101_model_0.pdb,8534.393294295916,4.6210036725
seq_002102_model_0.pdb,9164.315458866296,3.62602870594
seq_002103_model_0.pdb,9397.59287191981,3.04679587769
seq_002104_model_0.pdb,8430.254615974707,7.28887056851
seq_002105_model_0.pdb,9578.260398351722,3.40572323388
seq_002106_model_0.pdb,9561.685616591723,8.09180844284
seq_002107_model_0.pdb,9622.746218523189,2.89949034569
seq_002108_model_0.pdb,10183.769779608368,4.27421351511
seq_002109_model_0.pdb,8590.594056797758,4.3895152656
seq_002110_model_0.pdb,9472.978276769212,7.60460244497
seq_002111_model_0.pdb,9563.14114662436,5.38762258456
seq_002112_model_0.pdb,10040.892399884464,3.36211640288
seq_002113_model_0.pdb,8843.812786126804,4.87697169403
seq_002114_model_0.pdb,9399.929738237064,5.11976742817
seq_002115_model_0.pdb,8917.7359038877,3.68408472044
seq_002116_model_0.pdb,9128.181778138684,3.76967377415
seq_002117_model_0.pdb,9359.106846049435,3.8718860857
seq_002118_model_0.pdb,8758.522676820248,3.76630118499
seq_002119_model_0.pdb,8798.233559125234,5.97871501205
seq_002120_model_0.pdb,9760.732926082195,3.87174857916
seq_002121_model_0.pdb,8976.70541178736,4.4003393841
seq_002122_model_0.pdb,9392.149676480074,5.07155535698
seq_002123_model_0.pdb,9029.19571682264,4.11757863917
seq_002124_model_0.pdb,9085.198056066598,4.0191793322
seq_002125_model_0.pdb,9433.431689566349,3.56717986377
seq_002126_model_0.pdb,8778.014058227533,3.9898657804
seq_002127_model_0.pdb,9446.435893468377,7.02388849656
seq_002128_model_0.pdb,9344.676205814289,3.10469113584
seq_002129_model_0.pdb,9087.26755970332,4.4917857401
seq_002130_model_0.pdb,8934.4059214785,4.60648217693
seq_002131_model_0.pdb,8647.373224483448,8.42018349644
seq_002132_model_0.pdb,8818.296057471478,6.20679588316
seq_002133_model_0.pdb,9766.06481353646,3.48834014667
seq_002134_model_0.pdb,9336.700857655658,5.28758172629
seq_002135_model_0.pdb,8906.399531326037,4.92927032476
seq_002136_model_0.pdb,7839.470302835348,5.36460873135
seq_002137_model_0.pdb,10100.310471195451,7.99230936951
seq_002138_model_0.pdb,8977.616509432106,2.9266308967
seq_002139_model_0.pdb,9302.142479789554,4.21529444021
seq_002140_model_0.pdb,8663.314353548401,7.87679682216
seq_002141_model_0.pdb,9370.609388059764,4.20351242597
seq_002142_model_0.pdb,9319.9736087858,2.6523509035
seq_002143_model_0.pdb,9434.935106438688,2.99229350586
seq_002144_model_0.pdb,9363.240545035833,8.27320037496
seq_002145_model_0.pdb,9732.50749843499,7.76423910935
seq_002146_model_0.pdb,9931.947301042574,3.30401173193
seq_002147_model_0.pdb,9393.82278334945,4.66701233357
seq_002148_model_0.pdb,9105.491333774666,7.75169203456
seq_002149_model_0.pdb,8702.939040548363,2.8885358585
seq_002150_model_0.pdb,9370.216491732495,2.70210838747
seq_002151_model_0.pdb,9579.299893093235,3.60134021082
seq_002152_model_0.pdb,9501.131616012332,4.77478670042
seq_002153_model_0.pdb,9415.349832291327,5.10512063065
seq_002154_model_0.pdb,9870.131275273572,8.20148389468
seq_002155_model_0.pdb,10168.620558515431,5.6310915741
seq_002156_model_0.pdb,9689.65956395989,8.14279918061
seq_002157_model_0.pdb,10319.8527046307,3.60805847058
seq_002158_model_0.pdb,9384.577285621845,4.13157158201
seq_002159_model_0.pdb,9377.029229264002,4.76574770559
seq_002160_model_0.pdb,9919.21711834004,3.50539260286
seq_002161_model_0.pdb,9570.29841255416,3.51466545749
seq_002162_model_0.pdb,10272.321559210532,3.73673778407
seq_002163_model_0.pdb,9783.98417239524,6.44225229169
seq_002164_model_0.pdb,8820.6729631955,3.66110055284
seq_002165_model_0.pdb,8480.14818479534,4.37888547965
seq_002166_model_0.pdb,9046.713587627251,4.37053863335
seq_002167_model_0.pdb,9194.667842266945,3.08632457531
seq_002168_model_0.pdb,9126.6822085718,3.59154513609
seq_002169_model_0.pdb,10141.605531698808,3.55282616684
seq_002170_model_0.pdb,9204.331668738188,7.12071988425
seq_002171_model_0.pdb,9305.398109296642,4.95464670781
seq_002172_model_0.pdb,9423.23488716795,3.98759341729
seq_002173_model_0.pdb,8968.97376299272,4.84371759959
seq_002174_model_0.pdb,9289.951383033633,7.92867405489
seq_002175_model_0.pdb,9139.490011679884,8.37462552503
seq_002176_model_0.pdb,9666.10966270763,4.64888717501
seq_002177_model_0.pdb,10604.491987142712,3.686162245
seq_002178_model_0.pdb,9869.177117919886,6.53673923594
seq_002179_model_0.pdb,9880.881335602437,8.37192040841
seq_002180_model_0.pdb,9038.381685791,6.54281262844
seq_002181_model_0.pdb,9998.494697459351,3.8360354308
seq_002182_model_0.pdb,9600.053279727008,8.21348379783
seq_002183_model_0.pdb,9836.848862969044,5.40632733354
seq_002184_model_0.pdb,9401.478469701991,6.43605036322
seq_002185_model_0.pdb,10361.957374141382,5.65336990381
seq_002186_model_0.pdb,9545.353257755987,4.09694844375
seq_002187_model_0.pdb,9368.662028652368,3.76358897511
seq_002188_model_0.pdb,9417.337711953884,3.17818706591
seq_002189_model_0.pdb,9109.698155928796,2.94999394612
seq_002190_model_0.pdb,9702.712034977389,3.4326389386
seq_002191_model_0.pdb,9937.797880012407,5.09895363498
seq_002192_model_0.pdb,9390.457791300434,7.91143233075
seq_002193_model_0.pdb,8829.453411217377,7.709742148
seq_002194_model_0.pdb,8969.748695815106,3.46706286812
seq_002195_model_0.pdb,9074.306762304075,4.83842216351
seq_002196_model_0.pdb,9611.049309760016,7.76464326165
seq_002197_model_0.pdb,9443.84576714142,5.25065305647
seq_002198_model_0.pdb,9802.255909300857,4.79851048824
seq_002199_model_0.pdb,9880.666895250448,6.90158585055
seq_002200_model_0.pdb,9102.935366384114,3.52169638446
seq_002201_model_0.pdb,9648.4749699358,3.45658359757
seq_002202_model_0.pdb,10119.306314786272,5.96634789919
seq_002203_model_0.pdb,9769.624871548058,2.90504582186
seq_002204_model_0.pdb,9111.17618870018,7.2563544577
seq_002205_model_0.pdb,8108.496516458676,4.34178430454
seq_002206_model_0.pdb,8702.918439786508,4.38223239689
seq_002207_model_0.pdb,9139.985786657517,4.53427348584
seq_002208_model_0.pdb,9127.296630994444,3.23339235403
seq_002209_model_0.pdb,9364.525771488765,4.80843425373
seq_002210_model_0.pdb,9757.214573408222,4.54879196586
seq_002211_model_0.pdb,9453.226829668189,3.38636200946
seq_002212_model_0.pdb,9407.8699633883,3.50115314311
seq_002213_model_0.pdb,9515.112344378524,4.88969528601
seq_002214_model_0.pdb,9575.954694910655,3.21439095457
seq_002215_model_0.pdb,9796.0843236887,5.40061516828
seq_002216_model_0.pdb,8698.188023487693,6.97548514291
seq_002217_model_0.pdb,9234.784791916729,7.95937867419
seq_002218_model_0.pdb,10560.932002367665,4.19066528703
seq_002219_model_0.pdb,8775.030076707202,3.11964481092
seq_002220_model_0.pdb,9823.787444324673,7.69190488098
seq_002221_model_0.pdb,9163.866670885238,7.7074358471
seq_002222_model_0.pdb,8931.297793642314,5.24766095874
seq_002223_model_0.pdb,9540.2130356732,8.14825473148
seq_002224_model_0.pdb,9668.973544413237,4.88792314024
seq_002225_model_0.pdb,9621.08499823991,8.08862812689
seq_002226_model_0.pdb,10140.889270064548,3.57292324599
seq_002227_model_0.pdb,8884.778415279376,4.17782604657
seq_002228_model_0.pdb,9543.89164083255,3.61515023525
seq_002229_model_0.pdb,10454.096982999354,3.51840555115
seq_002230_model_0.pdb,9372.471128500963,5.00793437999
seq_002231_model_0.pdb,10096.011105513671,3.75222153716
seq_002232_model_0.pdb,8508.536450432002,7.91160174806
seq_002233_model_0.pdb,9200.93986998606,2.80351456604
seq_002234_model_0.pdb,9309.786422764522,4.39635846662
seq_002235_model_0.pdb,9455.41884721402,4.81465821916
seq_002236_model_0.pdb,10447.742581348706,3.71120359115
seq_002237_model_0.pdb,9874.355407753226,5.62683113987
seq_002238_model_0.pdb,9205.1435462897,4.96416015831
seq_002239_model_0.pdb,9763.31243374844,3.99728826367
seq_002240_model_0.pdb,9685.964145786664,4.12806397917
seq_002241_model_0.pdb,8626.437923866928,6.2571754136
seq_002242_model_0.pdb,8200.400786650185,7.91650228453
seq_002243_model_0.pdb,9781.2140356847,4.2325674784
seq_002244_model_0.pdb,9616.664771087118,3.40286739809
seq_002245_model_0.pdb,9769.786376825554,6.8290198763
seq_002246_model_0.pdb,9195.2645016502,7.50758684609
seq_002247_model_0.pdb,9169.650358770175,4.36127902918
seq_002248_model_0.pdb,9813.235156022669,3.73614011638
seq_002249_model_0.pdb,9120.740293317482,2.8662922072
seq_002250_model_0.pdb,9102.250985186958,8.05142338237
seq_002251_model_0.pdb,9853.945280046222,3.08685139751
seq_002252_model_0.pdb,9525.494837633763,8.02233974955
seq_002253_model_0.pdb,10029.079046310228,3.08416777764
seq_002254_model_0.pdb,9904.511974167712,2.91923720735
seq_002255_model_0.pdb,8582.937613429458,4.33184201312
seq_002256_model_0.pdb,8815.868847833819,3.58473506274
seq_002257_model_0.pdb,8810.959787522073,4.87820958317
seq_002258_model_0.pdb,9604.88602408505,7.63955899618
seq_002259_model_0.pdb,9229.599331208612,7.48578768977
seq_002260_model_0.pdb,9445.423588173377,3.68981557151
seq_002261_model_0.pdb,9005.643157058475,3.85875227342
seq_002262_model_0.pdb,9223.15087659692,4.52195383761
seq_002263_model_0.pdb,9443.201233117516,5.12170622106
seq_002264_model_0.pdb,9274.265010298486,7.69054423692
seq_002265_model_0.pdb,8766.582095914544,4.90189041694
seq_002266_model_0.pdb,9126.44494578501,8.08518297289
seq_002267_model_0.pdb,8913.502836919506,7.58427204008
seq_002268_model_0.pdb,9385.455882065897,3.70356683865
seq_002269_model_0.pdb,9560.189091981738,3.07491535382
seq_002270_model_0.pdb,8394.717016616647,3.63973361404
seq_002271_model_0.pdb,9913.382070054844,3.03112989015
seq_002272_model_0.pdb,9441.254980892609,8.38230201863
seq_002273_model_0.pdb,8629.536365790369,4.98510838598
seq_002274_model_0.pdb,9257.42735834004,4.0235349573
seq_002275_model_0.pdb,9424.21188531666,7.65134263556
seq_002276_model_0.pdb,9729.173997398428,7.76790311678
seq_002277_model_0.pdb,9486.927902748304,4.76448322129
seq_002278_model_0.pdb,9593.07535398136,7.48380913177
seq_002279_model_0.pdb,9151.09396040304,8.05504975297
seq_002280_model_0.pdb,9154.245505182162,2.96004596841
seq_002281_model_0.pdb,9014.575071411931,7.34028991842
seq_002282_model_0.pdb,8812.673895864342,8.06775928806
seq_002283_model_0.pdb,9238.139887949128,7.4590062513
seq_002284_model_0.pdb,9571.281617005508,4.1531396722
seq_002285_model_0.pdb,9660.643494884898,5.77666000136
seq_002286_model_0.pdb,9355.77682338646,2.89376048769
seq_002287_model_0.pdb,9128.24047797564,3.31872557538
seq_002288_model_0.pdb,9717.45498241285,8.18075545994
seq_002289_model_0.pdb,9473.932307917314,3.773180845
seq_002290_model_0.pdb,9760.392656910357,3.5836446646
seq_002291_model_0.pdb,9144.062651392636,3.77564050767
seq_002292_model_0.pdb,9568.016699201778,4.66972808854
seq_002293_model_0.pdb,9019.618975384014,7.60821552514
seq_002294_model_0.pdb,9561.94197180476,3.9620666513
seq_002295_model_0.pdb,9577.203138845123,4.1798461477
