pdb,total_sasa,rl
seq_000130_model_0.pdb,9060.160718886698,4.79216965255
seq_000131_model_0.pdb,9551.531296349864,6.75452958809
seq_000132_model_0.pdb,9318.406935335548,3.48396330485
seq_000133_model_0.pdb,8133.754274620813,7.60618171818
seq_000134_model_0.pdb,9180.466405218758,4.1391901194
seq_000135_model_0.pdb,9358.440792404725,3.47959312654
seq_000136_model_0.pdb,9118.507265384573,3.58826424927
seq_000137_model_0.pdb,8386.287737522603,4.02281204753
seq_000138_model_0.pdb,9678.21697056437,2.6188667242
seq_000139_model_0.pdb,9362.93111789133,3.07306462202
seq_000140_model_0.pdb,9761.669277658724,5.3046611469
seq_000141_model_0.pdb,9042.180829044337,3.61047500845
seq_000142_model_0.pdb,8492.305943556732,5.301448742
seq_000143_model_0.pdb,9809.40428430652,3.03431499483
seq_000144_model_0.pdb,9402.57195911892,7.74431702952
seq_000145_model_0.pdb,9340.57427820431,3.92350253647
seq_000146_model_0.pdb,8824.717067685442,3.99260634085
seq_000147_model_0.pdb,9354.579763566428,6.19476816379
seq_000148_model_0.pdb,10113.21144365988,3.23182029496
seq_000149_model_0.pdb,9416.418207118286,2.93981396841
seq_000150_model_0.pdb,9540.71600167828,5.61946093648
seq_000151_model_0.pdb,7803.148161374769,3.17194141979
seq_000152_model_0.pdb,9401.906069589402,3.46877201354
seq_000153_model_0.pdb,9959.974813169018,3.28983252605
seq_000154_model_0.pdb,9173.076942681137,5.95845802276
seq_000155_model_0.pdb,8314.867607752694,3.91365512619
seq_000156_model_0.pdb,9344.415816068906,8.33725284102
seq_000157_model_0.pdb,9419.754974908745,3.19944600969
seq_000158_model_0.pdb,10027.62748103413,4.10599358702
seq_000159_model_0.pdb,8741.950313794025,3.38234357385
seq_000160_model_0.pdb,9382.558086143414,3.94504793423
seq_000161_model_0.pdb,10369.719674721311,3.70362071709
seq_000162_model_0.pdb,9207.807839099803,3.07082344823
seq_000163_model_0.pdb,9282.143182593763,2.98747480004
seq_000164_model_0.pdb,9694.531931810036,5.17818653126
seq_000165_model_0.pdb,8619.99608421605,3.55812160676
seq_000166_model_0.pdb,9686.082828041184,3.97271355515
seq_000167_model_0.pdb,9887.213451759895,3.67151376283
seq_000168_model_0.pdb,8883.067806251125,4.11414167584
