rl,E_relaxed
7.89547344045,-12965.2764272992
7.90391342923,-10069.8268261848
3.1660247569,-10248.0031643434
4.59556530705,-14180.8948124141
3.75488010658,-13102.8739355379
3.85010732568,-10763.2993959807
3.14409494221,-12790.9440552442
2.88781509076,-14962.3392958783
7.15805251515,-10730.4912895089
2.85879702603,-10930.4297905455
6.2702527854,-13296.419315824
3.73449802552,-9899.33868879887
3.26238658039,-9151.79943747516
7.12284341716,-11603.4698041024
4.79530895401,-18161.8917164715
4.39795522062,-10848.6095461566
3.44581391909,-8809.20725975119
5.63940687945,-13233.2577644457
4.15436298997,-12781.9987503502
7.87125006898,-14344.3344552658
